WORD	BFRQ	CNC	KFCAT	FAM	KFSMP	IMG	KFFRQ	NLET	CMEAN	NPHN	NSYL	T-LFRQ
SHELVES	2	-	-	-	-	-	-	7	-	-	-	-
TUBBY	-	-	-	-	-	-	-	5	-	4	2	-
SEASICK	-	-	-	393	-	-	-	7	-	5	2	5
USEFUL	12	-	11	599	45	334	58	6	-	-	3	215
HANGS	1	-	-	-	-	-	-	5	-	-	-	-
WIVES	2	-	-	-	-	-	-	5	-	-	-	-
BRUNCH	-	-	-	-	-	-	-	6	-	-	-	-
CROWN	5	586	9	531	11	602	19	5	463	4	1	143
MAYOR	-	507	6	443	15	523	38	5	393	-	1	74
SWORD	-	577	6	444	7	597	7	5	387	3	1	91
PREVIOUS	7	-	12	545	76	276	86	8	-	7	2	152
SOUP	2	615	8	576	12	604	16	4	435	3	1	246
FE	-	-	2	-	2	-	7	2	-	1	1	-
FE	-	-	2	-	2	-	7	2	-	2	1	-
SPOONED	-	-	-	-	-	-	-	7	-	-	-	-
INSTABILITY	-	-	4	-	4	-	4	11	-	11	5	3
STRIDE	1	409	9	438	14	462	16	6	-	5	1	95
ZOOM	-	-	-	-	-	-	-	4	-	-	1	-
EGGPLANT	-	-	-	-	-	-	-	8	-	-	-	-
AMENDMENTS	-	-	-	-	-	-	-	10	-	-	-	-
PER	26	-	9	-	96	-	371	3	-	-	1	449
PACKET	3	-	2	-	3	-	3	6	-	5	2	40
CRAWLED	-	-	-	-	-	-	-	7	-	-	-	-
KEEPER	-	459	1	464	1	421	3	6	-	4	2	23
SOLIDS	-	-	-	-	-	-	-	6	-	-	-	-
DERMATOLOGISTS	-	-	-	-	-	-	-	14	-	-	-	-
DEALER	1	-	5	-	14	-	25	6	-	4	2	160
DEFINING	-	-	-	-	-	-	-	8	-	-	-	-
STIMULATES	-	-	-	-	-	-	-	10	-	-	-	-
GRANDMA	-	-	4	-	4	-	13	7	-	6	2	32
ADMISSION	-	305	8	482	19	389	33	9	-	7	3	70
PREVIOUSLY	2	-	-	-	-	-	-	10	-	-	-	-
INTERLOCKING	-	-	-	-	-	-	-	12	-	-	-	-
BANDWAGON	-	-	-	-	-	-	-	9	-	-	-	-
LAD	3	548	6	490	6	534	6	3	427	3	1	133
STANDPOINT	-	-	6	-	10	-	13	10	-	9	2	36
FREAKISHLY	-	-	-	-	-	-	-	10	-	-	-	-
COMFORT	5	402	14	566	36	421	43	7	456	6	2	508
DISINFECTED	1	-	-	-	-	-	-	11	-	-	-	-
BLACKENED	-	-	-	-	-	-	-	9	-	-	-	-
YEARN	-	-	1	-	1	-	1	5	-	3	1	36
STEAMER	-	591	1	458	1	616	1	7	-	5	2	107
FLIRTING	1	-	-	-	-	-	-	8	-	-	-	-
MARTINI	1	-	4	-	6	-	6	7	-	6	3	-
SNAPPING	-	-	5	-	8	-	9	8	-	-	2	-
SWALLOW	1	547	8	531	10	554	10	7	439	5	2	170
TAG	-	-	4	-	4	-	5	3	-	3	1	52
ASSEMBLE	-	394	5	482	7	413	9	8	-	-	2	98
ASSEMBLE	-	394	5	482	7	413	9	8	-	6	3	98
INTIMACY	-	-	3	-	3	-	3	8	-	8	4	46
NURSERY	-	528	5	461	8	542	13	7	422	5	2	194
BREWED	-	-	-	-	-	-	-	6	-	-	-	-
PATH	-	504	13	531	33	537	44	4	447	-	1	350
GLEN	-	-	5	-	7	-	7	4	-	4	1	55
SOOTHING	-	-	-	-	-	-	-	8	-	-	-	-
REPRODUCTION	-	-	3	-	4	-	6	12	-	11	4	43
WANT	251	302	15	606	173	361	329	4	472	4	1	7628
STEPPING	-	-	-	-	-	-	-	8	-	-	-	-
GRANDSON	4	-	4	-	4	-	5	8	-	7	2	32
POSTING	2	-	-	-	-	-	-	7	-	-	2	-
STATE	11	440	14	560	198	511	808	5	466	4	1	1000
SIEVE	-	-	1	-	1	-	1	5	-	3	1	33
KEPT	33	264	15	531	136	300	186	4	370	4	1	1175
DIRTY	8	-	9	589	28	485	36	5	-	4	2	221
LACKING	3	-	-	-	-	-	-	7	-	-	-	-
MORALE	1	-	5	-	10	-	17	6	-	5	2	25
PEEKS	-	-	-	-	-	-	-	5	-	-	-	-
SUMMATION	-	-	3	-	3	-	3	9	-	7	3	-
FORNICATES	-	-	-	-	-	-	-	10	-	-	-	-
MARAUDERS	-	-	-	-	-	-	-	9	-	-	-	-
BLONDES	-	-	-	-	-	-	-	7	-	-	-	-
RADON	-	-	-	-	-	-	-	5	-	-	2	-
WANTONLY	-	-	-	-	-	-	-	8	-	-	3	1
UNDERGRADUATE	16	500	4	530	4	518	11	13	-	-	4	17
UNDERGRADUATE	16	500	4	530	4	518	11	13	-	12	5	17
BOTULISM	-	-	-	-	-	-	-	8	-	10	4	-
WORLD	53	532	15	607	270	560	787	5	561	4	1	3133
CIRCLE	5	515	10	581	40	591	60	6	474	4	2	388
PISS	-	-	1	-	1	-	1	4	-	-	1	-
BANALITY	-	292	-	175	-	255	-	8	213	8	4	-
WEPT	-	-	6	-	7	-	9	4	-	4	1	91
STEWARDS	1	-	-	-	-	-	-	8	-	-	-	-
GLOAT	-	-	-	-	-	-	-	5	-	4	1	29
PLAQUES	-	-	-	-	-	-	-	7	-	-	-	-
GOT	788	252	14	565	191	286	482	3	352	3	1	4110
INADEQUATE	-	274	10	497	29	356	32	10	437	9	4	59
JOINTLY	1	-	5	-	7	-	7	7	-	-	2	6
BOTTLE	24	591	8	591	24	619	76	6	-	-	1	402
BOTTLE	24	591	8	591	24	619	76	6	-	4	2	402
ARROGANCE	-	-	3	-	3	-	3	9	-	7	3	13
MASSAGE	-	-	2	-	2	-	2	7	-	5	2	26
WRITING	56	467	12	630	72	540	117	7	-	5	2	156
CAPTOR	-	-	-	-	-	-	-	6	-	5	2	9
FAVOUR	4	-	1	-	2	-	2	6	-	4	2	-
MOUND	-	-	5	-	8	-	11	5	-	4	1	42
AMONG	13	-	15	-	214	-	370	5	-	4	2	1051
CULMINATING	-	-	-	-	-	-	-	11	-	-	-	-
BUTTERING	-	-	-	-	-	-	-	9	-	-	-	-
MUTUAL	1	-	8	-	20	-	26	6	-	8	2	70
GLIMPSES	-	-	-	-	-	-	-	8	-	-	-	-
SMARTER	-	-	-	-	-	-	-	7	-	-	-	-
FLUSH	-	447	6	507	9	530	11	5	382	4	1	215
MOTOR	-	565	10	545	33	521	56	5	-	4	2	443
PLASTIC	7	-	7	-	17	-	31	7	-	7	2	18
MANGO	1	-	-	-	-	-	-	5	-	5	2	2
COMPILING	-	-	-	-	-	-	-	9	-	-	-	-
GYROSCOPE	-	-	-	-	-	-	-	9	-	9	4	-
ELEVATED	-	-	7	-	11	-	11	8	-	-	4	-
SPECIFIED	-	-	-	-	-	-	-	9	-	-	-	-
GORDON	-	-	-	-	-	-	-	6	-	-	-	-
SAYING	112	-	14	-	89	-	113	6	-	-	1	55
COVERED	13	-	15	-	68	-	104	7	-	-	3	-
SURPRISINGLY	2	-	-	-	-	-	-	12	-	-	-	-
BEST	55	282	15	600	226	324	351	4	484	4	1	1850
IDENTIFIED	1	-	-	-	-	-	-	10	-	-	-	-
HORIZONTALLY	-	-	-	-	-	-	-	12	-	-	-	-
LOOMING	-	-	-	-	-	-	-	7	-	-	-	-
GASSES	-	-	-	-	-	-	-	6	-	-	-	-
SLIPPED	1	-	10	-	29	-	32	7	-	-	2	-
SHUN	-	-	1	-	1	-	1	4	-	3	1	14
RON	-	-	-	-	-	-	-	3	-	-	-	-
TOPIC	3	366	5	539	8	364	9	5	-	5	2	66
LAMER	-	-	-	-	-	-	-	5	-	-	-	-
SINGING	12	-	12	507	28	471	47	7	-	-	2	-
KUDOS	-	-	-	-	-	-	-	5	-	6	2	-
WHOM	18	243	15	501	95	301	146	4	382	3	1	793
DIFFERENTIATE	-	-	2	-	2	-	2	13	-	11	5	4
WHEREIN	-	-	4	-	4	-	5	7	-	5	2	32
MACARONI	-	631	-	498	-	608	-	8	459	8	4	32
BELIEVES	3	-	-	-	-	-	-	8	-	-	-	-
AMALGAMATION	-	-	1	-	1	-	1	12	-	11	5	-
PROUD	3	327	12	570	45	434	50	5	446	4	1	404
CUTLERY	-	-	-	-	-	-	-	7	-	7	3	4
LAY	1	-	15	566	96	426	139	3	-	2	1	984
LEWIS	-	-	7	-	11	-	57	5	-	4	2	-
FISH	-	597	12	548	24	615	35	4	473	3	1	597
GIRTH	-	-	1	-	1	-	1	5	-	3	1	7
UNCONTROLLABLY	-	-	-	-	-	-	-	14	-	13	5	-
PUT	158	287	15	539	251	263	437	3	297	3	1	2896
PENTAGONAL	-	-	-	-	-	-	-	10	-	9	4	-
ANTHROPOLOGIST	-	-	2	-	2	-	2	14	-	13	5	10
SHRUBBERIES	-	-	-	-	-	-	-	11	-	-	-	-
CATEGORICALLY	-	-	-	-	-	-	-	13	-	-	-	-
FLECK	-	-	1	-	1	-	1	5	-	4	1	5
COMMUNIST	6	-	9	-	42	-	97	9	-	9	3	75
PERFECTLY	30	-	-	-	-	-	-	9	-	-	-	-
PLANETOID	-	-	1	-	1	-	1	9	-	-	3	-
ROLLS	-	-	-	-	-	-	-	5	-	-	-	-
REVEALING	2	-	-	-	-	-	-	9	-	-	-	-
LIMA	-	-	-	-	-	-	-	4	-	-	2	-
PARTNERS	-	-	-	-	-	-	-	8	-	-	-	-
TRUTH	7	261	15	581	78	374	126	5	452	4	1	698
DISRUPTION	-	-	2	-	2	-	3	10	-	9	3	-
TAGGING	-	-	-	-	-	-	-	7	-	-	-	-
IMPRISONED	-	-	-	-	-	-	-	10	-	-	-	-
COCAINE	-	-	1	-	1	-	1	7	-	5	2	-
AN	468	217	15	595	498	195	3747	2	153	2	1	13897
COHORTS	-	-	-	-	-	-	-	7	-	-	-	-
BRIDE	-	-	8	-	14	-	33	5	-	4	1	259
SPECTACLE	-	-	7	-	16	-	18	9	-	8	3	111
STUNK	-	-	1	-	1	-	1	5	-	5	1	-
MAGNIFICENT	3	-	12	-	26	-	27	11	-	10	4	144
BATH	3	600	10	599	18	601	26	4	477	3	1	315
HOROSCOPES	-	-	-	-	-	-	-	10	-	-	-	-
RESCUE	1	373	9	532	11	456	15	6	-	6	2	105
TANGERINE	-	645	-	495	-	625	-	9	445	8	3	-
SHORT	27	351	15	586	158	431	212	5	484	3	1	887
VANILLA	-	-	1	-	1	-	1	7	-	6	3	86
PISTOLS	-	-	-	-	-	-	-	7	-	-	-	-
NOMENCLATURE	-	-	2	-	2	-	7	12	-	11	4	2
DUMPLINGS	-	-	-	-	-	-	-	9	-	-	-	-
HOSPITABLE	1	-	3	-	4	-	4	10	-	9	4	31
ACTING	4	-	12	-	43	-	61	6	-	-	2	78
GLITTER	-	420	4	440	5	503	5	7	422	5	2	122
RELATION	7	383	8	585	43	451	63	8	-	7	3	232
RAILROAD	-	579	10	493	27	596	58	8	-	6	2	367
LAWN	-	588	9	534	12	608	15	4	460	3	1	203
YES	2675	-	14	-	89	-	144	3	-	3	1	2202
MUGS	-	-	-	-	-	-	-	4	-	-	-	-
MYTHOLOGY	-	-	2	-	2	-	3	9	-	8	4	7
ROLLED	1	-	10	-	32	-	47	6	-	-	2	-
STRATEGIC	-	-	6	-	12	-	23	9	-	9	3	11
TAPIOCA	-	-	-	-	-	-	-	7	-	7	4	33
GLAZE	-	-	2	-	2	-	11	5	-	-	1	70
THONG	-	543	1	335	1	448	1	5	-	3	1	20
CRY	-	436	10	566	34	478	48	3	444	3	1	736
HEARINGS	-	-	-	-	-	-	-	8	-	-	-	-
BOWIE	-	-	1	-	1	-	1	5	-	-	2	-
EMBLAZON	-	-	-	-	-	-	-	8	-	8	3	5
SOUFFLE	-	-	1	-	1	-	1	7	-	-	1	-
SOUFFLE	-	-	1	-	1	-	1	7	-	4	2	-
SOUFFLE	-	-	1	-	1	-	1	7	-	5	2	-
FORGIVING	-	-	-	-	-	-	-	9	-	-	-	-
TILTING	-	-	1	-	1	-	1	7	-	-	2	-
MEANWHILE	4	-	13	-	35	-	35	9	-	6	2	139
DEFEATING	2	-	-	-	-	-	-	9	-	-	-	-
RESPONSE	3	-	13	544	56	348	77	8	-	7	2	120
FIERCELY	-	-	-	-	-	-	-	8	-	-	-	-
CLOSURE	1	-	1	-	1	-	1	7	-	5	2	-
PREMIERE	-	-	3	-	4	-	5	8	-	-	2	-
HOMES	2	-	-	-	-	-	-	5	-	-	-	-
POWERFUL	3	-	14	-	54	-	63	8	-	-	3	186
WRONGED	-	-	-	-	-	-	-	7	-	-	-	-
BERT	-	-	-	-	-	-	-	4	-	-	-	-
FIENDISHLY	-	-	-	-	-	-	-	10	-	-	-	-
BRIEF	1	361	14	523	60	344	73	5	408	4	1	340
BUCKLER	-	-	-	-	-	-	-	7	-	5	2	2
CAVES	-	-	-	-	-	-	-	5	-	-	-	-
ADO	-	-	1	-	1	-	4	3	-	3	2	3
RELATED	8	-	10	-	72	-	102	7	-	-	3	30
INTRICATE	-	-	7	-	10	-	10	9	-	8	3	38
SUPERPOSITION	-	-	1	-	1	-	1	13	-	12	5	-
COPULATION	-	-	-	-	-	-	-	10	-	10	4	-
ENGINEERED	-	-	-	-	-	-	-	10	-	-	-	-
DRUGSTORE	-	-	-	-	-	-	-	9	-	-	-	-
BRIGHTER	2	-	-	-	-	-	-	8	-	-	-	-
UNDERSCORE	-	-	1	-	1	-	1	10	-	7	3	-
PROPORTIONS	3	-	-	-	-	-	-	11	-	-	-	-
MEAN	842	313	15	539	130	419	199	4	565	3	1	2373
INCONGRUOUS	-	-	1	-	1	-	1	11	-	10	3	13
RISKED	1	-	-	-	-	-	-	6	-	-	-	-
TERRORS	-	-	-	-	-	-	-	7	-	-	-	-
PUNCHES	-	-	-	-	-	-	-	7	-	-	-	-
GIG	-	525	1	425	1	437	1	3	-	3	1	3
WANDERED	4	-	-	-	-	-	-	8	-	-	-	-
LUNGES	-	-	-	-	-	-	-	6	-	-	-	-
SENTIMENTS	-	-	-	-	-	-	-	10	-	-	-	-
CONTAINERS	-	-	-	-	-	-	-	10	-	-	-	-
FORGE	-	-	3	-	3	-	10	5	-	3	1	48
SCRAWLED	-	-	-	-	-	-	-	8	-	-	-	-
AWESOME	-	-	4	-	4	-	4	7	-	4	2	-
FILED	1	-	-	-	-	-	-	5	-	-	-	-
SWAY	-	-	4	-	4	-	5	4	-	3	1	148
ANIMATED	1	-	4	-	5	-	5	8	-	-	4	17
ADOPTED	1	-	-	-	-	-	-	7	-	-	-	-
GRANDPA	-	-	-	-	-	-	-	7	-	6	2	41
REVOLUTIONIZE	-	-	-	-	-	-	-	13	-	10	5	14
MENOPAUSE	-	-	-	-	-	-	-	9	-	-	-	-
MISCELLANEOUS	2	-	5	-	8	-	10	13	-	10	4	19
AUTOPSY	-	-	2	-	3	-	3	7	-	6	3	-
MOMENT	106	301	14	560	151	334	246	6	402	6	2	2396
WHILE	43	204	15	543	329	302	680	5	320	3	1	3340
TESTICLE	-	-	1	-	2	-	2	8	-	7	3	-
FREQUENCY	-	-	5	-	13	-	22	9	-	9	3	10
CHILDBIRTH	-	-	3	-	3	-	3	10	-	8	2	12
BLADDERS	-	-	-	-	-	-	-	8	-	-	-	-
NEURON	-	-	1	-	1	-	1	6	-	-	2	-
SECONDED	-	-	-	-	-	-	-	8	-	-	-	-
OLFACTORY	-	-	-	-	-	-	-	9	-	9	4	2
SOY	-	-	1	-	1	-	1	3	-	2	1	-
MANAGES	1	-	-	-	-	-	-	7	-	-	-	-
PITCHER	-	-	5	-	11	-	21	7	-	5	2	155
SUFFERED	2	-	-	-	-	-	-	8	-	-	-	-
CAMBRIDGE	-	-	-	-	-	-	-	9	-	-	-	-
HAIRLESS	-	-	1	-	1	-	1	8	-	-	2	5
PULP	-	-	3	-	4	-	5	4	-	4	1	51
RIESLING	-	-	-	-	-	-	-	8	-	-	-	-
PIZZA	-	-	-	-	-	-	-	5	-	-	-	-
PYJAMA	-	-	-	-	-	-	-	6	-	6	3	-
PASSIVITY	-	-	1	-	1	-	1	9	-	8	4	-
LONELY	6	-	8	581	18	443	25	6	-	5	2	203
KELP	-	-	1	-	1	-	2	4	-	4	1	-
SOAPY	-	-	2	-	2	-	2	5	-	4	2	16
BEGUILING	-	-	-	-	-	-	-	9	-	-	-	-
YOUNGEST	2	-	6	-	12	-	13	8	-	-	2	-
BACKS	2	-	9	-	13	-	15	5	-	-	1	-
VIRILE	-	-	4	-	4	-	4	6	-	5	2	12
ABROAD	6	-	10	-	31	-	51	6	-	5	2	198
DECOMPRESS	-	-	-	-	-	-	-	10	-	-	3	-
KISS	-	564	6	592	14	633	17	4	513	3	1	1027
ENTOURAGE	-	-	3	-	4	-	4	9	-	7	3	-
CHIVALRY	4	-	2	-	2	-	2	8	-	7	3	19
MOSES	-	-	5	-	8	-	9	5	-	-	2	-
DILETTANTE	-	-	1	-	1	-	1	10	-	-	3	-
DILETTANTE	-	-	1	-	1	-	1	10	-	9	4	-
PUTS	8	-	-	-	-	-	-	4	-	-	-	-
DELIVERED	4	-	-	-	-	-	-	9	-	-	-	-
UPDATING	-	-	-	-	-	-	-	8	-	-	-	-
WANTED	81	-	-	-	-	-	-	6	-	-	-	-
BLABBED	-	-	-	-	-	-	-	7	-	-	-	-
PUBLICATION	1	-	7	-	29	-	55	11	-	10	4	92
TROPICAL	1	-	8	-	9	-	11	8	-	8	3	52
FULLY	5	-	12	-	69	-	80	5	-	-	2	228
T	8	-	10	-	30	-	32	1	-	2	1	-
WISEST	-	-	-	-	-	-	-	6	-	-	-	-
SIMPLETONS	-	-	-	-	-	-	-	10	-	-	-	-
TERRIBLY	66	-	-	-	-	-	-	8	-	-	-	-
CASUALLY	2	-	-	-	-	-	-	8	-	-	-	-
TRADEMARK	-	-	-	-	-	-	-	9	-	-	-	-
JEANIE	-	-	-	-	-	-	-	6	-	-	-	-
PERUSING	-	-	-	-	-	-	-	8	-	-	-	-
STUNG	-	-	1	-	1	-	2	5	-	4	1	43
BOSOMY	-	-	-	-	-	-	-	6	-	-	3	-
CATCHY	-	-	1	-	1	-	1	6	-	5	2	-
TREASURE	-	-	4	-	4	-	4	8	-	5	2	173
ALTERNATE	-	-	5	-	7	-	11	9	-	7	3	54
TRUFFLES	-	-	-	-	-	-	-	8	-	-	-	-
CARBONATED	-	-	-	-	-	-	-	10	-	9	4	-
FRIED	-	-	4	-	5	-	6	5	-	-	1	105
SLIGHTLY	26	-	13	-	67	-	83	8	-	-	2	394
DIBS	-	-	-	-	-	-	-	4	-	-	1	-
LINEN	2	581	4	515	5	551	6	5	415	5	2	281
SCAVENGING	-	-	-	-	-	-	-	10	-	-	-	-
CORNER	20	533	15	556	64	556	115	6	375	4	2	899
MUTATION	-	-	-	-	-	-	-	8	-	8	3	8
INFINITE	1	267	11	514	16	401	19	8	466	7	3	71
KILOWATT	-	-	1	-	1	-	1	8	-	7	3	15
NOOK	-	-	-	-	-	-	-	4	-	3	1	24
CLIP	-	-	4	-	6	-	6	4	-	4	1	111
NICER	-	-	-	-	-	-	-	5	-	-	-	-
ROVER	-	-	2	309	2	473	4	5	-	4	2	2
CONSENT	1	-	6	-	12	-	17	7	-	7	2	142
PREFERENCE	2	219	5	519	9	281	9	10	-	9	3	68
EARPHONES	-	-	-	-	-	-	-	9	-	-	-	-
DUDE	-	-	-	-	-	-	-	4	-	4	1	38
DUCHESS	1	568	1	416	1	525	1	7	367	6	2	109
CONSULT	2	-	8	-	11	-	11	7	-	7	2	132
CRICKET	2	-	3	-	3	-	3	7	-	6	2	17
CONCISE	-	-	1	-	1	-	1	7	-	6	2	9
PULSE	1	-	6	-	8	-	9	5	-	4	1	78
AFFLICTED	-	-	-	-	-	-	-	9	-	-	-	-
BULL	1	-	8	-	11	-	14	4	-	3	1	165
ARRIVALS	-	-	-	-	-	-	-	8	-	-	-	-
PLEDGING	-	-	-	-	-	-	-	8	-	-	-	-
DICED	-	-	-	-	-	-	-	5	-	-	-	-
KEYBOARD	-	-	3	-	3	-	4	8	-	5	2	9
BEAKERS	-	-	-	-	-	-	-	7	-	-	-	-
STIPEND	-	396	-	246	-	213	-	7	-	7	2	1
JOANIE	-	-	-	-	-	-	-	6	-	-	-	-
PERFORMING	-	-	-	-	-	-	-	10	-	-	-	-
FRESH	4	-	13	576	61	453	82	5	-	4	1	551
SAW	41	532	15	552	184	531	352	3	390	2	1	2443
TED	-	-	3	-	5	-	7	3	-	3	1	-
SUCCUBUS	-	-	-	-	-	-	-	8	-	8	3	-
INSPECTOR	5	-	6	-	8	-	13	9	-	8	3	110
BUILDER	-	532	4	554	10	551	29	7	-	5	2	69
CLINIC	-	-	2	-	2	-	3	6	-	6	2	75
ILLUSTRATED	-	-	-	-	-	-	-	11	-	-	-	-
SUSPICION	-	265	10	470	25	386	27	9	-	8	3	173
VIRGINITY	-	-	2	-	2	-	4	9	-	8	4	2
CINNAMON	-	599	-	515	-	571	-	8	380	7	3	82
SPURT	-	417	2	417	2	491	2	5	-	4	1	21
TAKEN	37	-	15	-	198	-	281	5	-	5	2	1474
NODDING	-	-	4	-	7	-	7	7	-	-	2	-
SHAKER	-	472	1	370	1	408	2	6	-	4	2	20
DRAW	10	442	13	542	45	435	56	4	423	3	1	428
SUCCOUR	-	308	-	282	-	297	-	7	-	4	2	-
REMARRIED	1	-	-	-	-	-	-	9	-	-	-	-
STALLION	-	-	1	-	1	-	3	8	-	7	2	8
CAVITY	-	-	3	-	4	-	12	6	-	6	3	16
CONDEMNATION	1	-	3	-	5	-	7	12	-	11	4	-
CELEBRATE	-	-	3	-	4	-	4	9	-	8	3	73
STUMBLE	-	433	1	536	1	485	1	7	498	6	2	192
MACHINES	3	-	-	-	-	-	-	8	-	-	-	-
CAGEY	-	-	-	-	-	-	-	5	-	-	-	-
VOWED	-	-	-	-	-	-	-	5	-	-	-	-
MANUAL	-	-	3	-	8	-	9	6	-	7	2	17
FRIGHTENING	2	-	-	-	-	-	-	11	-	-	-	-
BEDSPREAD	-	-	1	-	2	-	2	9	-	8	2	7
SURPRISES	2	-	-	-	-	-	-	9	-	-	-	-
CONFIDENTIAL	1	-	5	-	6	-	6	12	-	11	4	47
TONS	-	-	-	-	-	-	-	4	-	-	-	-
SAN	-	-	14	-	39	-	70	3	-	-	1	-
SYNTHESIZING	-	-	-	-	-	-	-	12	-	-	-	-
MADAM	-	-	2	-	2	-	2	5	-	5	2	175
HOUSED	1	-	-	-	-	-	-	6	-	-	-	-
NECK	3	587	11	576	54	622	81	4	434	3	1	469
ELECTROCUTES	-	-	-	-	-	-	-	12	-	-	-	-
REPEAT	1	331	12	602	23	351	26	6	-	5	2	496
NERVOUSNESS	-	-	-	-	-	-	-	11	-	-	-	-
YAMMERING	-	-	-	-	-	-	-	9	-	-	-	-
INDY	-	-	-	-	-	-	-	4	-	-	2	-
RETREATING	-	-	-	-	-	-	-	10	-	-	-	-
ESCORT	4	-	6	-	8	-	9	6	-	5	2	72
BONY	3	-	4	-	4	-	7	4	-	4	2	22
TINES	-	-	-	-	-	-	-	5	-	-	-	-
LIFT	7	461	12	555	18	482	23	4	415	4	1	717
JUGGLE	1	-	-	-	-	-	-	6	-	4	2	10
EMITS	-	-	-	-	-	-	-	5	-	-	-	-
INCORRECT	-	-	4	564	5	356	5	9	-	8	3	20
REPORTED	2	-	-	-	-	-	-	8	-	-	-	-
HEARTBREAK	-	-	1	-	1	-	1	10	-	7	2	23
SYMBOLIZES	-	-	-	-	-	-	-	10	-	-	-	-
IMMEDIATE	5	-	14	-	71	-	81	9	-	7	3	217
CATALOGUE	-	-	5	-	6	-	8	9	-	7	3	49
DESCRIBES	2	-	-	-	-	-	-	9	-	-	-	-
BROOCH	-	-	-	-	-	-	-	6	-	5	1	15
WALTZ	-	476	1	442	1	524	1	5	433	4	1	33
PILED	2	-	-	-	-	-	-	5	-	-	-	-
JEALOUSY	-	250	3	500	4	475	4	8	-	6	3	76
WOUNDS	-	-	4	-	5	-	8	6	-	-	1	-
ACNE	-	-	-	-	-	-	-	4	-	4	2	-
BEEHIVE	-	611	1	398	1	572	1	7	-	-	2	5
SPOOK	-	417	-	475	-	449	-	5	432	4	1	-
SENSE	63	316	15	583	163	368	311	5	484	4	1	1080
VULNERABLE	-	-	9	-	12	-	14	10	-	9	4	12
INTRODUCE	4	-	10	-	11	-	11	9	-	9	3	294
IGUANA	-	-	-	-	-	-	-	6	-	6	3	-
POISED	-	-	-	-	-	-	-	6	-	-	-	-
ROUTES	1	-	-	-	-	-	-	6	-	-	-	-
SPURS	-	-	-	-	-	-	-	5	-	-	-	-
ANGLES	1	-	-	-	-	-	-	6	-	-	-	-
DISCRETION	1	222	4	409	10	285	14	10	-	9	3	30
EXPORT	2	-	4	-	7	-	10	6	-	6	2	88
PARTS	15	-	-	-	-	-	-	5	-	-	-	-
CAPSULE	-	540	4	505	4	594	5	7	423	7	2	9
HAIRIEST	-	-	-	-	-	-	-	8	-	-	-	-
DEER	-	631	6	509	8	624	13	4	477	2	1	47
PREPOSTEROUS	1	-	4	-	4	-	5	12	-	11	4	25
TWIN	-	-	5	-	6	-	7	4	-	4	1	100
LIGHTNING	-	525	5	465	10	599	14	9	-	6	2	101
EQUIPMENT	6	532	14	543	78	410	167	9	-	9	3	271
DASHING	1	-	2	-	3	-	4	7	-	5	2	15
LONESOME	-	-	1	-	2	-	2	8	-	6	2	69
HOOK	2	525	2	497	4	541	5	4	345	3	1	198
DENSITIES	-	-	-	-	-	-	-	9	-	-	-	-
TENDER	1	-	5	510	10	429	11	6	-	5	2	333
CHIN	-	592	8	545	18	608	27	4	-	4	1	224
SENSITIVE	2	-	10	550	43	434	59	9	-	8	3	124
LIGHTLY	-	-	12	-	28	-	31	7	-	-	2	235
LIGHTER	2	400	5	538	10	458	12	7	400	4	2	14
COMPASSION	-	-	5	-	5	-	5	10	-	8	3	17
AFTER	198	242	15	575	378	217	1070	5	302	4	2	5552
LOWER	3	-	13	-	79	-	123	5	-	3	2	593
TICKLE	1	473	-	524	-	492	-	6	371	-	1	33
TICKLE	1	473	-	524	-	492	-	6	371	4	2	33
BULLIED	-	-	-	-	-	-	-	7	-	-	-	-
SPLURGING	-	-	-	-	-	-	-	9	-	-	-	-
COMPULSIVE	-	-	4	-	4	-	10	10	-	-	3	-
CELLIST	-	-	2	-	2	-	2	7	-	7	2	-
CREATION	3	-	10	-	34	-	46	8	-	7	3	74
TEASING	1	-	-	-	-	-	-	7	-	-	-	-
PURSUIT	1	-	8	-	13	-	16	7	-	6	2	58
HAUNT	-	-	3	-	4	-	4	5	-	4	1	132
IMAGE	10	-	13	-	46	-	119	5	-	4	2	97
CURLY	-	-	3	-	5	-	5	5	-	4	2	218
AMOUNTS	2	-	-	-	-	-	-	7	-	-	-	-
DIMENSIONAL	-	-	2	-	4	-	11	11	-	9	4	-
BUNK	-	-	4	-	6	-	18	4	-	4	1	63
OBLIGED	4	-	-	-	-	-	-	7	-	-	-	-
SUITABLE	2	-	9	-	31	-	34	8	-	-	2	148
SUITABLE	2	-	9	-	31	-	34	8	-	7	3	148
MECHANICAL	-	385	9	533	23	482	34	10	470	9	4	93
RAPPING	-	-	1	-	1	-	3	7	-	5	2	-
ELVES	1	-	-	-	-	-	-	5	-	-	2	3
FRECKLING	-	-	-	-	-	-	-	9	-	-	-	-
SWELLING	-	-	5	-	11	-	11	8	-	-	2	10
FALLING	1	-	10	527	27	442	33	7	-	-	2	-
WING	-	595	7	510	15	584	18	4	416	3	1	319
NATURALIZED	-	-	-	-	-	-	-	11	-	-	-	-
NETHER	-	-	1	-	1	-	1	6	-	4	2	2
AGAIN	120	-	15	-	287	-	578	5	-	4	2	3967
NEVER	216	259	15	572	307	351	698	5	397	4	2	5715
IGNORANCE	4	249	9	558	15	386	16	9	-	8	3	103
CARROTS	-	-	-	-	-	-	-	7	-	-	-	-
